Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,46.861805,46.890594,44.625721,46.720005,44.836853,7127800
2007-01-04,44.635315,44.635315,43.531670,45.760002,43.915546,7746500
2007-01-05,43.723610,44.001919,43.119003,45.450001,43.618042,9046600
2007-01-08,44.155472,44.328217,43.119003,45.330002,43.502880,7183200
2007-01-09,42.706333,42.840691,41.756237,43.660004,41.900192,11539400
2007-01-10,41.362762,41.698658,40.364685,43.130005,41.391556,14460400
2007-01-11,41.257198,42.456814,41.190018,43.080002,41.343571,10538500
2007-01-12,41.410748,42.802303,41.324375,44.400002,42.610363,9553000
2007-01-16,42.322456,42.552784,41.650673,43.570004,41.813820,6649300
2007-01-17,42.053741,42.802303,41.573895,44.010002,42.236084,8269900
2007-01-18,42.562382,42.955853,41.679462,43.610001,41.852207,8408000
2007-01-19,42.658348,43.109406,42.082535,44.750004,42.946259,9510000
2007-01-22,43.589252,43.646832,42.044147,43.810005,42.044147,9149000
2007-01-23,42.466412,43.723610,42.360844,45.090004,43.272552,7510800
2007-01-24,43.857964,44.462570,43.301342,46.200001,44.337811,8404500
2007-01-25,44.337811,44.548943,43.502880,45.400002,43.570057,7247400
2007-01-26,43.723610,44.184261,43.378120,45.640003,43.800385,6818600
2007-01-29,44.030708,44.117081,43.176582,45.170002,43.349327,7516700
2007-01-30,43.445297,44.232246,43.214970,45.850002,44.001919,7775600
2007-01-31,44.001919,44.865643,43.761997,46.360004,44.491364,7284700
2007-02-01,44.606525,45.201534,44.443378,46.800003,44.913628,10205900
2007-02-02,45.489445,45.575817,44.548943,47.290001,45.383877,4436700
2007-02-05,45.143955,45.537430,44.616123,46.660004,44.779270,5690100
2007-02-06,45.076775,45.105568,44.606525,46.650002,44.769672,4795800
2007-02-07,44.779270,45.172745,44.548943,46.630005,44.750481,6146900
2007-02-08,44.836853,45.633396,44.261036,47.230000,45.326294,6304700
2007-02-09,45.115162,45.527832,44.529751,46.520000,44.644913,4885400
2007-02-12,44.337811,44.414589,43.761997,45.990002,44.136276,6224300
2007-02-13,44.203453,44.846451,44.203453,46.600002,44.721687,4575100
2007-02-14,44.846451,46.506718,44.788868,48.100002,46.161228,12212600
2007-02-15,46.161228,46.324375,45.230328,47.620003,45.700577,8474000
2007-02-16,45.681381,46.190018,45.489445,47.520004,45.604607,7169300
2007-02-20,45.220730,45.585411,44.952015,47.150002,45.249519,4555700
2007-02-21,45.038387,46.132439,44.865643,47.770000,45.844528,7015600
2007-02-22,45.758156,46.084454,45.182343,48.000000,46.065258,6586400
2007-02-23,46.305183,46.641075,45.940498,48.250004,46.305183,6148700
2007-02-26,46.295586,46.785030,45.796547,47.940002,46.007679,5362600
2007-02-27,45.921307,45.921307,43.896355,46.290001,44.424183,9783500
2007-02-28,44.337811,44.952015,43.982727,46.120003,44.261036,8128700
2007-03-01,44.145874,45.047985,43.666027,46.510002,44.635315,8983600
2007-03-02,44.443378,44.606525,43.752399,45.900002,44.049904,8006500
2007-03-05,43.666027,44.117081,43.042225,45.150002,43.330135,6579200
2007-03-06,43.790787,44.078693,43.522072,45.810001,43.963531,4600700
2007-03-07,43.905949,45.278313,43.675625,46.360004,44.491364,8072700
2007-03-08,44.808060,44.952015,44.270634,46.330002,44.462570,4641300
2007-03-09,44.788868,44.923225,44.165066,46.330002,44.462570,4898400
2007-03-12,44.049904,44.414589,43.877159,45.870003,44.021114,5094600
2007-03-13,43.915546,44.673706,43.646832,45.520004,43.685223,8805200
2007-03-14,44.107487,44.510555,43.493282,46.360004,44.491364,6706100
2007-03-15,44.309021,44.376198,43.963531,45.860004,44.011517,4944900
2007-03-16,44.126678,44.145874,43.502880,45.750000,43.905949,9066100
2007-03-19,44.213051,44.529751,43.925144,46.320004,44.452976,4542200
2007-03-20,44.347408,44.904030,44.318619,46.720005,44.836853,4854700
2007-03-21,44.913628,45.470249,44.769672,47.130005,45.230328,7399600
2007-03-22,45.681381,46.401150,45.662189,48.080006,46.142036,8509000
2007-03-23,46.161228,46.679462,46.161228,48.280003,46.333973,6393800
2007-03-26,46.468330,46.852207,45.863724,48.619999,46.660267,4779200
2007-03-27,46.669865,47.178501,46.525913,48.980000,47.005756,5667900
2007-03-28,47.332054,48.032631,47.312859,49.770004,47.763916,9165000
2007-03-29,48.214970,48.426105,47.581573,50.300003,48.272552,7291700
2007-03-30,48.224567,48.234165,47.264874,49.310001,47.322456,5810400
2007-04-02,47.245682,47.811901,47.236084,49.580002,47.581573,5461000
2007-04-03,47.120922,47.869480,47.092129,49.670002,47.667946,4762400
2007-04-04,47.667946,48.330135,47.140114,49.750000,47.744720,6056800
2007-04-05,47.725529,48.023033,47.447216,49.950005,47.936661,5563100
2007-04-09,47.763916,48.368523,47.495201,49.680004,47.677544,4525100
2007-04-10,47.888676,48.560459,47.725529,50.340000,48.310940,4396400
2007-04-11,48.262955,48.704414,47.533588,49.860004,47.850288,6065600
2007-04-12,48.166988,49.136276,47.946259,51.130005,49.069099,7860300
2007-04-13,50.671783,50.681381,48.781189,51.270000,49.203453,5208700
2007-04-16,49.395393,49.424183,48.733204,51.440002,49.366604,4442500
2007-04-17,49.424183,49.568138,48.637238,50.950005,48.896355,3392800
2007-04-18,48.896355,49.280231,48.627640,51.120003,49.059502,4751800
2007-04-19,49.049904,49.049904,48.080616,50.250004,48.224567,4246500
2007-04-20,48.502880,49.731285,48.502880,51.710003,49.625721,7597000
2007-04-23,50.489445,50.489445,48.944336,51.450001,49.376198,6076400
2007-04-24,49.673706,49.942417,49.069099,51.440002,49.366604,5483100
2007-04-25,49.894432,50.479847,49.606525,52.190002,50.086372,4838300
2007-04-26,48.598850,49.894432,47.744720,51.190002,49.126678,5784900
2007-04-27,48.953934,49.414589,48.483685,51.170002,49.107487,5151800
2007-04-30,49.117081,49.760078,48.579655,50.700001,48.656429,5803400
2007-05-01,48.666027,48.905949,48.224567,50.760002,48.714012,3904100
2007-05-02,48.925144,49.472168,48.800385,51.320000,49.251438,3656100
2007-05-03,49.251438,50.047985,49.059502,51.860001,49.769672,4413700
2007-05-04,49.827255,50.374279,49.174664,51.650002,49.568138,5302200
2007-05-07,49.126678,49.568138,48.953934,51.500000,49.424183,3754200
2007-05-08,49.241844,49.309021,48.522072,51.120003,49.059502,4297400
2007-05-09,49.097889,49.337811,48.387714,51.250004,49.184261,4507000
2007-05-10,49.414589,49.424183,48.253361,50.480003,48.445297,5063400
2007-05-11,48.704414,50.000000,48.704414,51.930004,49.836853,6071300
2007-05-14,49.836853,50.172745,49.424183,51.850006,49.760078,6501900
2007-05-15,49.760078,50.662189,49.568138,52.330002,50.220730,6266100
2007-05-16,50.335892,51.026871,49.952015,53.000004,50.863724,5135900
2007-05-17,51.103645,52.092129,50.566219,53.990002,51.813820,5166200
2007-05-18,51.199615,52.715931,51.199615,54.670002,52.466412,7733700
2007-05-21,52.351246,52.955853,52.111324,54.790001,52.581573,6112600
2007-05-22,52.706333,53.080616,52.274471,54.520004,52.322456,4662600
2007-05-23,52.485603,52.888676,52.082535,54.610001,52.408829,6843600
2007-05-24,52.111324,52.744720,51.545105,53.930000,51.756237,6467400
