Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,75.449997,75.980003,74.400002,74.970001,74.970001,3955300
2007-01-04,75.250000,75.500000,74.519997,75.089996,75.089996,2306000
2007-01-05,75.040001,75.040001,73.620003,74.150002,74.150002,3602400
2007-01-08,74.160004,74.589996,73.739998,74.379997,74.379997,2354800
2007-01-09,74.980003,75.000000,73.910004,74.080002,74.080002,3322200
2007-01-10,73.750000,73.849998,73.250000,73.629997,73.629997,2895100
2007-01-11,73.629997,73.879997,73.550003,73.650002,73.650002,3060900
2007-01-12,73.650002,74.470001,73.349998,74.440002,74.440002,3027600
2007-01-16,74.800003,75.349998,74.610001,74.879997,74.879997,3693000
2007-01-17,74.949997,75.220001,74.680000,75.000000,75.000000,2737600
2007-01-18,75.120003,75.400002,74.620003,74.809998,74.809998,2895700
2007-01-19,75.300003,75.300003,74.750000,75.019997,75.019997,4242100
2007-01-22,75.050003,75.169998,73.720001,74.279999,74.279999,3972600
2007-01-23,74.290001,74.290001,73.419998,73.620003,73.620003,2702800
2007-01-24,73.900002,74.820000,73.620003,74.449997,74.449997,3481600
2007-01-25,74.440002,74.449997,73.430000,73.610001,73.610001,2706500
2007-01-26,73.800003,73.800003,72.209999,72.489998,72.489998,4726200
2007-01-29,72.500000,73.820000,72.470001,73.650002,73.650002,3937400
2007-01-30,71.169998,72.699997,70.379997,72.699997,72.699997,12995800
2007-01-31,72.300003,72.610001,71.500000,72.279999,72.279999,6078800
2007-02-01,72.849998,73.739998,72.739998,73.639999,73.639999,4495700
2007-02-02,73.570000,74.480003,73.500000,74.169998,74.169998,5510000
2007-02-05,74.180000,74.330002,73.650002,73.680000,73.680000,2751500
2007-02-06,73.699997,74.000000,73.660004,73.930000,73.930000,2259700
2007-02-07,74.160004,74.160004,73.459999,73.919998,73.919998,2461100
2007-02-08,73.919998,73.930000,73.209999,73.330002,73.330002,2348500
2007-02-09,74.120003,74.239998,73.279999,73.559998,73.559998,3573800
2007-02-12,73.949997,74.089996,73.680000,73.870003,73.870003,2636700
2007-02-13,73.900002,74.449997,73.570000,74.389999,74.389999,3617300
2007-02-14,74.510002,75.320000,74.510002,75.019997,75.019997,4576900
2007-02-15,75.000000,75.190002,74.389999,74.480003,74.480003,3738800
2007-02-16,74.199997,74.599998,73.830002,74.040001,74.040001,3249700
2007-02-20,74.000000,74.239998,73.699997,73.900002,73.900002,2550200
2007-02-21,73.769997,74.099998,73.449997,73.800003,73.800003,2891300
2007-02-22,73.769997,74.180000,73.260002,73.400002,73.400002,2760600
2007-02-23,73.400002,73.400002,72.750000,73.339996,73.339996,3844700
2007-02-26,73.480003,73.739998,72.690002,72.790001,72.790001,3836400
2007-02-27,72.599998,72.599998,70.000000,70.230003,70.230003,6281200
2007-02-28,70.400002,70.930000,69.930000,70.190002,70.190002,7900600
2007-03-01,69.400002,70.300003,68.660004,70.120003,70.120003,4972800
2007-03-02,69.949997,70.099998,69.339996,69.470001,69.470001,3676800
2007-03-05,69.269997,70.110001,68.750000,69.699997,69.699997,7667000
2007-03-06,70.000000,70.239998,69.419998,69.910004,69.910004,4800800
2007-03-07,69.910004,70.349998,69.779999,70.000000,70.000000,4024800
2007-03-08,70.089996,70.500000,69.750000,69.870003,69.870003,3170600
2007-03-09,70.949997,70.989998,70.370003,70.629997,70.629997,3071500
2007-03-12,70.879997,71.389999,70.620003,71.150002,71.150002,3238800
2007-03-13,70.500000,70.980003,69.760002,69.910004,69.910004,4159900
2007-03-14,70.120003,70.320000,68.750000,70.230003,70.230003,5049200
2007-03-15,70.300003,70.639999,69.330002,69.410004,69.410004,4343700
2007-03-16,69.699997,69.820000,68.809998,69.260002,69.260002,6065400
2007-03-19,69.650002,69.849998,69.070000,69.480003,69.480003,3494000
2007-03-20,69.279999,70.379997,69.260002,70.250000,70.250000,2839400
2007-03-21,69.699997,71.320000,69.339996,71.279999,71.279999,5350600
2007-03-22,70.709999,71.379997,70.570000,71.089996,71.089996,3341600
2007-03-23,71.129997,71.629997,70.790001,71.470001,71.470001,3123600
2007-03-26,71.250000,71.349998,70.500000,71.309998,71.309998,2782100
2007-03-27,71.029999,71.160004,70.639999,70.900002,70.900002,2160000
2007-03-28,70.599998,70.900002,70.040001,70.400002,70.400002,3141600
2007-03-29,71.489998,71.489998,69.620003,70.160004,70.160004,3389300
2007-03-30,70.160004,70.730003,69.589996,70.099998,70.099998,3216900
2007-04-02,70.089996,70.139999,69.529999,69.860001,69.860001,3251700
2007-04-03,70.000000,70.410004,69.750000,69.959999,69.959999,3802800
2007-04-04,69.800003,69.980003,69.570000,69.879997,69.879997,3278500
2007-04-05,69.750000,70.389999,69.650002,70.260002,70.260002,3813900
2007-04-09,70.239998,70.989998,70.000000,70.089996,70.089996,2729500
2007-04-10,70.070000,70.900002,70.000000,70.790001,70.790001,3257200
2007-04-11,70.620003,70.760002,70.190002,70.470001,70.470001,3452100
2007-04-12,70.290001,70.599998,69.809998,70.379997,70.379997,2920400
2007-04-13,70.809998,70.809998,69.709999,70.309998,70.309998,2679100
2007-04-16,70.410004,71.169998,70.190002,71.080002,71.080002,2963900
2007-04-17,71.250000,71.879997,70.860001,71.639999,71.639999,2762800
2007-04-18,71.150002,71.580002,71.089996,71.400002,71.400002,2788500
2007-04-19,71.750000,72.050003,71.000000,71.989998,71.989998,3236000
2007-04-20,71.989998,73.199997,71.989998,72.820000,72.820000,5555800
2007-04-23,72.650002,73.000000,71.900002,71.940002,71.940002,2575200
2007-04-24,71.809998,72.150002,71.440002,71.930000,71.930000,3482200
2007-04-25,71.480003,73.050003,71.110001,73.000000,73.000000,4411100
2007-04-26,72.400002,72.750000,71.650002,71.910004,71.910004,5186400
2007-04-27,71.870003,71.900002,71.089996,71.500000,71.500000,3895900
2007-04-30,71.389999,71.519997,70.370003,70.430000,70.430000,4423100
2007-05-01,70.599998,70.680000,69.709999,69.940002,69.940002,5320900
2007-05-02,70.000000,70.879997,70.000000,70.739998,70.739998,4514300
2007-05-03,70.970001,71.400002,70.660004,70.889999,70.889999,3284000
2007-05-04,70.989998,71.339996,70.830002,71.089996,71.089996,2524900
2007-05-07,71.339996,71.480003,70.750000,70.779999,70.779999,2178900
2007-05-08,70.620003,70.889999,70.250000,70.839996,70.839996,2739200
2007-05-09,70.839996,71.099998,70.580002,70.900002,70.900002,2854400
2007-05-10,70.500000,71.059998,69.750000,69.830002,69.830002,4801800
2007-05-11,69.989998,71.419998,69.919998,71.269997,71.269997,4383200
2007-05-14,71.050003,71.430000,70.440002,70.680000,70.680000,2577400
2007-05-15,70.800003,71.279999,70.400002,70.480003,70.480003,3706300
2007-05-16,70.599998,71.360001,70.279999,71.339996,71.339996,2932600
2007-05-17,70.919998,70.919998,70.089996,70.150002,70.150002,2761000
2007-05-18,70.250000,70.360001,70.000000,70.050003,70.050003,3364000
2007-05-21,70.019997,70.500000,69.900002,70.309998,70.309998,3340400
2007-05-22,70.500000,70.500000,69.910004,70.099998,70.099998,2839600
2007-05-23,70.099998,70.449997,69.849998,69.980003,69.980003,3491300
2007-05-24,70.250000,70.910004,70.110001,70.650002,70.650002,4341300
2007-05-25,70.730003,71.239998,70.680000,71.080002,71.080002,2920700
2007-05-29,71.099998,71.500000,70.910004,71.339996,71.339996,2906300
2007-05-30,71.169998,71.559998,70.900002,71.559998,71.559998,3048700
2007-05-31,71.559998,72.199997,71.349998,71.970001,71.970001,3332100
2007-06-01,72.099998,72.470001,71.970001,72.360001,72.360001,3521200
2007-06-04,72.360001,72.360001,71.790001,72.269997,72.269997,2285600
2007-06-05,72.500000,72.500000,71.629997,71.720001,71.720001,3407300
2007-06-06,71.629997,71.629997,71.000000,71.620003,71.620003,3409800
2007-06-07,71.620003,72.300003,70.930000,71.250000,71.250000,5872900
2007-06-08,71.250000,72.440002,71.250000,72.320000,72.320000,4188800
2007-06-11,72.070000,72.879997,71.750000,72.480003,72.480003,3589700
2007-06-12,72.050003,72.400002,71.199997,71.250000,71.250000,3650700
2007-06-13,71.650002,72.260002,70.959999,72.139999,72.139999,3435500
2007-06-14,72.139999,74.040001,72.139999,73.949997,73.949997,6573000
2007-06-15,74.260002,74.480003,74.000000,74.050003,74.050003,5461300
2007-06-18,74.000000,74.139999,73.250000,73.320000,73.320000,3545500
2007-06-19,73.000000,73.199997,72.459999,73.000000,73.000000,3702300
2007-06-20,72.239998,74.089996,72.239998,72.910004,72.910004,4110000
2007-06-21,73.089996,73.589996,72.660004,73.370003,73.370003,2782400
2007-06-22,73.000000,73.099998,72.339996,72.849998,72.849998,3625300
2007-06-25,72.680000,73.910004,72.680000,73.290001,73.290001,3951900
2007-06-26,73.430000,73.750000,72.830002,73.150002,73.150002,2990400
2007-06-27,72.580002,73.660004,72.480003,73.559998,73.559998,3532700
2007-06-28,73.830002,73.900002,73.110001,73.620003,73.620003,2633700
2007-06-29,73.580002,73.730003,72.570000,73.000000,73.000000,4397400
2007-07-02,73.480003,73.849998,72.889999,73.330002,73.330002,3063500
2007-07-03,73.349998,73.480003,73.040001,73.199997,73.199997,1444700
2007-07-05,73.099998,73.800003,72.699997,73.750000,73.750000,2994900
2007-07-06,73.760002,73.839996,73.379997,73.699997,73.699997,2325900
2007-07-09,73.800003,74.570000,73.580002,74.400002,74.400002,3806300
2007-07-10,73.720001,74.500000,73.629997,74.040001,74.040001,4503400
2007-07-11,73.820000,74.489998,73.580002,74.330002,74.330002,2224600
2007-07-12,73.760002,74.809998,73.550003,74.760002,74.760002,2926700
2007-07-13,74.580002,75.419998,74.339996,75.150002,75.150002,4441100
2007-07-16,75.980003,76.000000,74.760002,75.529999,75.529999,3712200
2007-07-17,75.260002,75.900002,74.809998,75.519997,75.519997,3057000
2007-07-18,75.570000,75.879997,74.639999,75.199997,75.199997,4200500
2007-07-19,75.260002,75.980003,75.099998,75.839996,75.839996,3588200
2007-07-20,75.620003,75.620003,74.750000,75.010002,75.010002,5094400
2007-07-23,74.980003,75.550003,74.290001,74.540001,74.540001,4390100
2007-07-24,74.050003,76.150002,74.050003,74.680000,74.680000,7001100
2007-07-25,75.480003,78.400002,74.910004,76.209999,76.209999,5703200
2007-07-26,75.599998,76.529999,75.220001,75.699997,75.699997,8206100
2007-07-27,75.699997,76.889999,75.510002,75.669998,75.669998,7603500
2007-07-30,75.669998,77.000000,75.500000,76.820000,76.820000,6635200
2007-07-31,77.000000,77.150002,75.639999,75.720001,75.720001,7073500
2007-08-01,75.510002,77.070000,75.160004,76.930000,76.930000,6828700
2007-08-02,76.959999,77.400002,76.019997,76.580002,76.580002,5554100
2007-08-03,76.440002,76.910004,75.129997,75.169998,75.169998,5924300
2007-08-06,75.430000,77.830002,75.349998,77.830002,77.830002,7055700
2007-08-07,77.010002,78.500000,77.010002,77.739998,77.739998,7464400
2007-08-08,77.559998,78.610001,77.099998,78.370003,78.370003,5706300
2007-08-09,77.500000,78.989998,77.400002,78.099998,78.099998,7435200
2007-08-10,76.839996,78.010002,76.320000,76.750000,76.750000,10144000
2007-08-13,76.800003,77.639999,76.510002,76.709999,76.709999,4634200
2007-08-14,76.820000,76.900002,75.669998,75.709999,75.709999,5010800
2007-08-15,75.709999,75.750000,74.070000,74.230003,74.230003,6679200
2007-08-16,73.000000,75.510002,72.870003,74.820000,74.820000,8968000
2007-08-17,76.070000,76.779999,75.029999,76.320000,76.320000,7609000
2007-08-20,76.129997,76.720001,75.559998,75.940002,75.940002,3671800
2007-08-21,75.599998,76.339996,75.169998,75.519997,75.519997,3257700
2007-08-22,75.760002,76.239998,75.480003,76.040001,76.040001,3334000
2007-08-23,76.279999,76.639999,75.690002,76.419998,76.419998,3655800
2007-08-24,76.290001,77.139999,76.269997,77.029999,77.029999,3733300
2007-08-27,76.629997,77.110001,76.110001,76.419998,76.419998,2788600
2007-08-28,76.110001,76.750000,75.300003,75.339996,75.339996,3936400
2007-08-29,75.570000,76.150002,75.269997,76.080002,76.080002,3459400
2007-08-30,75.510002,76.120003,75.029999,75.480003,75.480003,3425700
2007-08-31,75.910004,76.180000,75.250000,75.860001,75.860001,3196800
2007-09-04,75.540001,76.320000,75.120003,76.150002,76.150002,3009200
2007-09-05,75.779999,75.959999,75.050003,75.360001,75.360001,3993400
2007-09-06,75.300003,75.389999,74.169998,75.089996,75.089996,2779400
2007-09-07,74.400002,74.660004,73.620003,74.129997,74.129997,5186900
2007-09-10,74.389999,74.589996,73.349998,73.790001,73.790001,3354000
2007-09-11,73.809998,74.430000,73.309998,74.150002,74.150002,4538000
2007-09-12,74.089996,74.790001,73.889999,74.169998,74.169998,3060800
2007-09-13,74.440002,75.089996,74.099998,74.379997,74.379997,3138500
2007-09-14,74.099998,74.699997,73.559998,74.379997,74.379997,2980000
2007-09-17,74.279999,74.889999,74.110001,74.330002,74.330002,1984300
2007-09-18,74.830002,75.919998,74.110001,75.779999,75.779999,4172600
2007-09-19,76.400002,76.419998,75.320000,75.970001,75.970001,3911700
2007-09-20,75.370003,75.720001,75.050003,75.269997,75.269997,4061500
2007-09-21,75.330002,76.300003,75.269997,75.750000,75.750000,4322900
2007-09-24,75.660004,76.220001,75.309998,75.459999,75.459999,2816300
2007-09-25,75.180000,75.730003,74.559998,75.400002,75.400002,3649600
2007-09-26,75.459999,75.730003,74.529999,74.839996,74.839996,3963400
2007-09-27,75.150002,75.290001,74.470001,74.820000,74.820000,3848600
2007-09-28,75.150002,75.330002,74.820000,75.099998,75.099998,3267700
2007-10-01,75.540001,76.529999,75.540001,75.900002,75.900002,4193500
2007-10-02,75.779999,76.290001,75.370003,75.650002,75.650002,2958000
2007-10-03,75.709999,76.190002,75.230003,75.589996,75.589996,2277000
2007-10-04,75.620003,75.809998,75.470001,75.599998,75.599998,1820900
2007-10-05,76.000000,76.870003,75.709999,76.410004,76.410004,2971400
2007-10-08,76.360001,76.690002,76.110001,76.449997,76.449997,1351500
2007-10-09,76.440002,77.000000,76.139999,76.879997,76.879997,2803000
2007-10-10,76.709999,76.879997,76.010002,76.330002,76.330002,3245600
2007-10-11,76.400002,77.760002,76.089996,76.510002,76.510002,3293700
2007-10-12,76.510002,76.879997,76.160004,76.620003,76.620003,2613600
2007-10-15,76.570000,76.860001,76.169998,76.540001,76.540001,2674900
2007-10-16,76.500000,76.550003,75.629997,75.809998,75.809998,3063800
2007-10-17,76.230003,76.349998,75.519997,76.000000,76.000000,2782900
2007-10-18,75.959999,76.419998,75.639999,76.019997,76.019997,3049200
2007-10-19,75.510002,75.949997,74.989998,75.029999,75.029999,5153900
2007-10-22,74.669998,75.599998,74.360001,75.089996,75.089996,5263300
2007-10-23,76.400002,76.470001,74.650002,75.639999,75.639999,4293300
2007-10-24,75.349998,75.900002,74.000000,75.459999,75.459999,4424800
2007-10-25,75.629997,75.849998,74.339996,74.970001,74.970001,2980800
2007-10-26,75.180000,75.320000,74.400002,74.970001,74.970001,2802500
2007-10-29,74.580002,75.440002,74.400002,75.099998,75.099998,2115600
2007-10-30,75.000000,75.269997,74.309998,74.750000,74.750000,2216100
2007-10-31,75.040001,75.610001,74.690002,75.099998,75.099998,3741800
2007-11-01,74.730003,75.099998,73.389999,73.589996,73.589996,3984300
2007-11-02,73.699997,74.570000,73.459999,74.029999,74.029999,3720200
2007-11-05,73.139999,74.930000,73.139999,74.480003,74.480003,3292300
2007-11-06,74.419998,74.800003,73.389999,74.230003,74.230003,4689700
2007-11-07,73.500000,73.959999,71.629997,71.680000,71.680000,5568900
2007-11-08,71.750000,72.449997,71.050003,72.059998,72.059998,6771400
2007-11-09,71.250000,71.919998,70.629997,70.709999,70.709999,5231500
2007-11-12,71.139999,73.669998,70.900002,72.650002,72.650002,5669700
2007-11-13,73.110001,74.080002,72.540001,74.000000,74.000000,4405900
2007-11-14,74.300003,74.470001,73.180000,73.330002,73.330002,3292100
2007-11-15,73.000000,73.669998,72.540001,73.099998,73.099998,3390300
2007-11-16,71.000000,72.300003,70.889999,72.010002,72.010002,6782100
2007-11-19,71.410004,72.239998,70.860001,71.959999,71.959999,5405300
2007-11-20,71.930000,72.870003,71.139999,71.650002,71.650002,5461200
2007-11-21,71.000000,71.669998,70.000000,70.139999,70.139999,6158200
2007-11-23,70.459999,70.940002,70.379997,70.919998,70.919998,1726900
2007-11-26,70.980003,71.980003,70.070000,70.360001,70.360001,4704700
2007-11-27,70.580002,71.540001,70.500000,71.440002,71.440002,4511400
2007-11-28,71.830002,73.730003,71.389999,73.570000,73.570000,5644900
2007-11-29,73.190002,73.660004,72.790001,73.300003,73.300003,3295300
2007-11-30,73.910004,74.320000,73.320000,73.680000,73.680000,4507900
2007-12-03,73.000000,73.680000,72.669998,72.900002,72.900002,3981400
2007-12-04,72.610001,73.239998,72.160004,72.629997,72.629997,2525700
2007-12-05,73.449997,73.540001,72.849998,73.339996,73.339996,2321800
2007-12-06,74.000000,74.000000,73.000000,73.830002,73.830002,2361400
2007-12-07,73.820000,74.809998,73.820000,74.169998,74.169998,3431400
2007-12-10,74.529999,75.440002,74.160004,75.139999,75.139999,4582400
2007-12-11,75.410004,75.790001,73.889999,74.029999,74.029999,5334200
2007-12-12,75.820000,75.820000,73.239998,74.040001,74.040001,5685800
2007-12-13,73.529999,74.000000,72.889999,73.919998,73.919998,4957000
2007-12-14,73.099998,73.360001,72.589996,72.610001,72.610001,3901800
2007-12-17,72.150002,72.900002,71.660004,72.019997,72.019997,5147300
2007-12-18,72.550003,72.639999,71.790001,72.480003,72.480003,3780600
2007-12-19,72.349998,72.550003,71.169998,71.300003,71.300003,4293600
2007-12-20,70.720001,71.639999,70.250000,71.599998,71.599998,4802400
2007-12-21,71.959999,73.300003,71.959999,72.400002,72.400002,7099700
2007-12-24,72.500000,73.599998,72.099998,73.459999,73.459999,1554000
2007-12-26,73.169998,73.500000,72.489998,73.199997,73.199997,2556600
2007-12-27,73.180000,73.190002,71.849998,71.900002,71.900002,2768500
2007-12-28,72.250000,72.529999,71.260002,71.559998,71.559998,2860000
2007-12-31,71.190002,71.330002,70.610001,70.720001,70.720001,3319200
2008-01-02,70.550003,70.550003,68.849998,69.160004,69.160004,6506100
2008-01-03,69.250000,69.889999,68.919998,69.230003,69.230003,3842500
2008-01-04,68.510002,69.089996,67.800003,68.010002,68.010002,5501300
2008-01-07,68.290001,68.790001,67.320000,67.839996,67.839996,6548000
2008-01-08,67.889999,68.180000,66.459999,66.669998,66.669998,5459700
2008-01-09,66.589996,67.160004,65.739998,66.709999,66.709999,5093900
2008-01-10,68.779999,70.489998,68.309998,69.660004,69.660004,12525400
2008-01-11,69.550003,70.550003,69.250000,69.589996,69.589996,7260800
2008-01-14,70.010002,70.059998,69.290001,69.919998,69.919998,5293900
2008-01-15,69.190002,69.800003,68.540001,68.959999,68.959999,6674600
2008-01-16,68.720001,69.500000,68.150002,68.629997,68.629997,6663600
2008-01-17,68.699997,69.139999,67.089996,67.169998,67.169998,9622500
2008-01-18,67.220001,68.180000,66.769997,67.160004,67.160004,7247800
2008-01-22,64.010002,67.970001,64.010002,67.540001,67.540001,8553400
2008-01-23,67.230003,71.980003,66.000000,71.629997,71.629997,10772500
2008-01-24,70.839996,71.790001,70.410004,71.220001,71.220001,6769800
2008-01-25,71.760002,71.889999,69.690002,69.970001,69.970001,5934900
2008-01-28,69.930000,71.110001,69.180000,71.050003,71.050003,6135700
2008-01-29,70.959999,71.959999,70.370003,70.919998,70.919998,6929800
