Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,9.955000,9.968000,9.563000,96.409996,9.641000,26289000
2007-01-04,9.690000,10.185000,9.530000,101.139999,10.114000,27024000
2007-01-05,10.099000,10.220000,9.900000,101.059998,10.106000,29632000
2007-01-08,9.901000,10.225000,9.900000,101.080002,10.108000,16006000
2007-01-09,10.110000,10.575000,10.060000,105.740005,10.574000,36952000
2007-01-10,10.562000,10.650000,10.300000,104.739998,10.474000,35099000
2007-01-11,10.520000,10.803000,10.354000,105.500000,10.550000,37671000
2007-01-12,10.575000,10.725000,10.485000,105.250000,10.525000,18233000
2007-01-16,10.530000,10.747000,10.463000,106.000000,10.600000,18028000
2007-01-17,10.700000,11.022000,10.577000,109.040001,10.904000,45903000
2007-01-18,10.995000,10.999000,10.180000,102.489998,10.249000,42787000
2007-01-19,10.250000,10.535000,10.200000,105.029999,10.503000,30029000
2007-01-22,10.599000,10.800000,10.450000,107.610001,10.761000,21033000
2007-01-23,10.871000,10.914000,10.702000,108.409996,10.841000,21414000
2007-01-24,10.890000,11.308000,10.870000,111.419998,11.142000,31643000
2007-01-25,11.225000,11.228000,10.697000,107.869995,10.787000,21785000
2007-01-26,10.919000,10.988000,10.650000,108.520004,10.852000,17501000
2007-01-29,10.900000,11.100000,10.870000,109.739998,10.974000,12105000
2007-01-30,10.964000,11.161000,10.924000,110.750000,11.075000,11493000
2007-01-31,11.105000,11.217000,11.075000,111.549995,11.155000,13665000
2007-02-01,11.214000,11.298000,11.161000,111.920006,11.192000,16003000
2007-02-02,11.249000,11.270000,11.060000,110.959999,11.096000,11290000
2007-02-05,11.050000,11.095000,10.989000,110.250000,11.025000,9910000
2007-02-06,11.074000,11.154000,10.990000,110.550003,11.055000,10621000
2007-02-07,11.050000,11.263000,11.033000,111.899994,11.190000,21132000
2007-02-08,11.200000,11.543000,11.105000,114.739998,11.474000,37535000
2007-02-09,11.803000,11.807000,9.963000,103.599998,10.360000,282063000
2007-02-12,10.197000,10.275000,9.861000,102.080002,10.208000,82177000
2007-02-13,10.400000,10.504000,10.286000,104.690002,10.469000,73214000
2007-02-14,10.421000,10.882000,10.410000,108.020004,10.802000,49005000
2007-02-15,10.800000,10.880000,10.709000,108.040001,10.804000,34999000
2007-02-16,10.801000,10.912000,10.605000,108.320000,10.832000,20471000
2007-02-20,10.832000,10.850000,10.654000,107.819992,10.782000,19803000
